Codigo,Ciudad,Departamento,Barrio,Direccion,Area Terreno,Area Construida,Detalle Disponibilidad,Estrato,Precio,Tipo de Inmueble,Datos Adicionales
18130,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A1111,0,0,COMERCIALIZABLE,COMERCIAL,17199000,LOCAL,
18187,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2812,0,0,COMERCIALIZABLE,COMERCIAL,17199000,LOCAL,
18205,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2911,0,0,COMERCIALIZABLE,COMERCIAL,17199000,LOCAL,
18206,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2912,0,0,COMERCIALIZABLE,COMERCIAL,17199000,LOCAL,
18221,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3012,0,0,COMERCIALIZABLE,COMERCIAL,17199000,LOCAL,
18145,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2030,0,0,COMERCIALIZABLE,COMERCIAL,17150000,LOCAL,
18174,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2420,0,0,COMERCIALIZABLE,COMERCIAL,17120000,LOCAL,
18995,MEDELLIN,ANTIOQUIA,,CL 48  No. 53 - 39 C.C. JAPON INT. 0934,0,0,EN PUJA,COMERCIAL,110257063.9,LOCAL,"GRAN OPORTUNIDAD DE INVERSIÓN LOCAL EN CL. CL 48 NO. 53 - 39 C.C. JAPÓN INT. 0934 DONDE SE ARTICULAN ACTIVIDADES COMERCIALES, CENTROS COMERCIALES, TIENDAS, EXCELENTES PERSPECTIVAS DE VALORIZACIÓN, MUY BUENAS VÍAS DE ACCESO."
18452,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0802,0,0,EN PUJA,COMERCIAL,16997000,LOCAL,
18466,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0818,0,0,COMERCIALIZABLE,COMERCIAL,16997000,LOCAL,
18471,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0908,0,0,COMERCIALIZABLE,COMERCIAL,16537000,LOCAL,
18483,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1008,0,0,COMERCIALIZABLE,COMERCIAL,16491000,LOCAL,
18448,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0706,0,0,COMERCIALIZABLE,COMERCIAL,16415000,LOCAL,
18414,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0302,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18417,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0326,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18418,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0327,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18425,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0504,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18426,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0506,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18427,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0507,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18428,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0508,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18429,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0509,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18430,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0510,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18431,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0511,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18434,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0515,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18435,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0516,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18436,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0517,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18437,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0518,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18438,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0521,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18500,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1302,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18501,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1303,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18504,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1313,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18505,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1319,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18506,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1320,0,0,COMERCIALIZABLE,COMERCIAL,16169000,LOCAL,
18920,BARRANQUILLA,ATLÁNTICO,LAS DELICIAS,CL 70 B  No. 41 - 226,0,0,COMERCIALIZABLE,COMERCIAL,1589428800,EDIFICIO,
18442,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0607,0,0,COMERCIALIZABLE,COMERCIAL,15974000,LOCAL,
18454,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0804,0,0,EN PUJA,COMERCIAL,15870000,LOCAL,
18455,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0805,0,0,EN PUJA,COMERCIAL,15870000,LOCAL,
18456,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0806,0,0,COMERCIALIZABLE,COMERCIAL,15870000,LOCAL,
18459,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0811,0,0,COMERCIALIZABLE,COMERCIAL,15870000,LOCAL,
18460,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0812,0,0,COMERCIALIZABLE,COMERCIAL,15870000,LOCAL,
18462,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0814,0,0,COMERCIALIZABLE,COMERCIAL,15870000,LOCAL,
18463,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0815,0,0,EN PUJA,COMERCIAL,15870000,LOCAL,
18464,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0816,0,0,EN PUJA,COMERCIAL,15870000,LOCAL,
18469,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0906,0,0,COMERCIALIZABLE,COMERCIAL,15870000,LOCAL,
18470,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0907,0,0,COMERCIALIZABLE,COMERCIAL,15870000,LOCAL,
18479,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1004,0,0,COMERCIALIZABLE,COMERCIAL,15870000,LOCAL,
18480,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1005,0,0,COMERCIALIZABLE,COMERCIAL,15870000,LOCAL,
18481,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1006,0,0,COMERCIALIZABLE,COMERCIAL,15870000,LOCAL,
18486,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1011,0,0,COMERCIALIZABLE,COMERCIAL,15870000,LOCAL,
18487,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1012,0,0,COMERCIALIZABLE,COMERCIAL,15870000,LOCAL,
18488,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1013,0,0,COMERCIALIZABLE,COMERCIAL,15870000,LOCAL,
18489,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1014,0,0,COMERCIALIZABLE,COMERCIAL,15870000,LOCAL,
18461,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0813,0,0,COMERCIALIZABLE,COMERCIAL,15732000,LOCAL,
18482,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1007,0,0,COMERCIALIZABLE,COMERCIAL,15709000,LOCAL,
18485,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1010,0,0,COMERCIALIZABLE,COMERCIAL,15680000,LOCAL,
18871,SANTANDER DE QUILICHAO,CAUCA,VILLA DEL SUR,CL 9 AS # 10-49 LT 14 MZ G  BARRIO VILLA DEL SUR ANTES BARRIO ANTONIO NARIÑO,0,0,COMERCIALIZABLE CON RESTRICCION,UNO,15348020,LOTE CON CONSTRUCCION,"LOTE DE TERRENO CON CONSTRUCCION

EL VALOR DE VENTA SOLO CORRESPONDE AL LOTE

NMUEBLE OCUPADO"
18458,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0810,0,0,COMERCIALIZABLE,COMERCIAL,15043000,LOCAL,
18215,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2922,0,0,COMERCIALIZABLE,COMERCIAL,14904000,LOCAL,
17352,PEREIRA,RISARALDA,AV 30 DE AGOSTO,CLL 69 O ACEESO A CUBA AV.  30 DE AGOSTO LOTE 14,0,0,EN PUJA,CUATRO,14488072.83,LOTE VIVIENDA,
18484,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1009,0,0,COMERCIALIZABLE,COMERCIAL,14357000,LOCAL,
18397,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local F0807,0,0,EN PUJA,COMERCIAL,14099000,LOCAL,
18502,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1311,0,0,COMERCIALIZABLE,COMERCIAL,13989500,LOCAL,
18419,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0328,0,0,COMERCIALIZABLE,COMERCIAL,13846000,LOCAL,
18382,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local F0613,0,0,COMERCIALIZABLE,COMERCIAL,13455000,LOCAL,
18390,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local F0706,0,0,COMERCIALIZABLE,COMERCIAL,13455000,LOCAL,
18243,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3224,0,0,COMERCIALIZABLE,COMERCIAL,13440000,LOCAL,
18379,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local F0605,0,0,COMERCIALIZABLE,COMERCIAL,13386000,LOCAL,
18383,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local F0614,0,0,COMERCIALIZABLE,COMERCIAL,13386000,LOCAL,
18384,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local F0615,0,0,COMERCIALIZABLE,COMERCIAL,13386000,LOCAL,
18388,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local F0704,0,0,EN PUJA,COMERCIAL,13386000,LOCAL,
18389,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local F0705,0,0,EN PUJA,COMERCIAL,13386000,LOCAL,
18392,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local F0714,0,0,EN PUJA,COMERCIAL,13386000,LOCAL,
18393,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local F0716,0,0,COMERCIALIZABLE,COMERCIAL,13386000,LOCAL,
18395,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local F0805,0,0,EN PUJA,COMERCIAL,13386000,LOCAL,
18260,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3407,0,0,COMERCIALIZABLE,COMERCIAL,13107500,LOCAL,
18268,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3507,0,0,COMERCIALIZABLE,COMERCIAL,13107500,LOCAL,
18420,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0401,0,0,COMERCIALIZABLE,COMERCIAL,13009500,LOCAL,
18424,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0405,0,0,COMERCIALIZABLE,COMERCIAL,13009500,LOCAL,
18263,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3414,0,0,COMERCIALIZABLE,COMERCIAL,12936000,LOCAL,
18493,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1102,0,0,COMERCIALIZABLE,COMERCIAL,12857000,LOCAL,
18494,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1103,0,0,COMERCIALIZABLE,COMERCIAL,12857000,LOCAL,
18495,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1106,0,0,COMERCIALIZABLE,COMERCIAL,12857000,LOCAL,
18247,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3231,0,0,COMERCIALIZABLE,COMERCIAL,12696000,LOCAL,
18449,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0708,0,0,COMERCIALIZABLE,COMERCIAL,12466000,LOCAL,
18347,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local E0503,0,0,COMERCIALIZABLE,COMERCIAL,12416000,LOCAL,
18079,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0205,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18080,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0206,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18083,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0213,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18084,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0214,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18089,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0302,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18090,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0303,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18091,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0304,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18092,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0305,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18113,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0806,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18115,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A0820,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18123,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A1011,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18124,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A1013,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18125,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A1014,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18131,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A1210,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18132,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A1308,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18134,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A1803,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18138,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A1912,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18139,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A1913,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18140,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A1914,0,0,COMERCIALIZABLE CON RESTRICCION,COMERCIAL,12305000,LOCAL,
18141,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A1915,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18142,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A1917,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18147,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2103,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18151,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2210,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18157,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2313,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18158,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2314,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18159,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2316,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18160,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2317,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18161,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2318,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18164,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2404,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18169,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2409,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18170,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2410,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18179,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2706,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18180,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2711,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18182,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2803,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18183,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2804,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18184,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2806,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18185,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2807,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18186,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2809,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18188,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2814,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18189,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2815,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18190,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2816,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18191,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2817,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18192,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2818,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18193,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2819,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18194,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2820,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18195,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2821,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18197,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2902,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18198,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2904,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18199,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2905,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18200,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2906,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18201,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2907,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18202,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2908,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18203,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2909,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18204,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2910,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18207,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2913,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
18208,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2914,0,0,COMERCIALIZABLE,COMERCIAL,12305000,LOCAL,
